region,artist_name,title,permalink,machine_clusters
Asia,Lin Yilin,Safely Maneuvering Across Lin He Road,https://kadist.org/work/safely-maneuvering-across-lin-he-road/,"Power,Arts,Time"
Asia,Haegue Yang,Office Voodoo,https://kadist.org/work/office-voodoo/,"Land,History,Time"
Asia,Sun Xun,21 Ke (21 Grams),https://kadist.org/work/21-ke-21-grams/,"Arts,Fantasy,Economy"
Asia,Kan Xuan,Island,https://kadist.org/work/island/,"Arts,Economy,Media"
Americas,Brian Jungen,"Subject, Silver, Prism",https://kadist.org/work/subject-silver-prism/,"Arts,Economy,Design"
Americas,William E. Jones,"Restaurant, Canton, Ohio",https://kadist.org/work/restaurant-canton-ohio/,"Power,Economy,Arts"
Americas,William E. Jones,"Hercules Engines, Abandoned, Canton, Ohio",https://kadist.org/work/hercules-engines-abandoned-canton-ohio/,"Arts,Power,Urbanization"
Americas,William E. Jones,Killed,https://kadist.org/work/killed/,"Economy,Arts,Design"
Americas,Chris Johanson,"I am Human, Abstract Foil, No Humans IV",https://kadist.org/work/i-am-human-abstract-foil-no-humans-iv/,"Space,Time,Body"
Unspecified,Alexandre da Cunha,Glaze (Savana),https://kadist.org/work/glaze-savana/,"Media,Mind,Arts"
Unspecified,Abraham Cruzvillegas,Wright Imperial Hotel,https://kadist.org/work/wright-imperial-hotel/,"Politics,Colonization,Arts"
Americas,Fran Herndon,White Angel,https://kadist.org/work/white-angel/,"Urbanization,Land,Culture"
Americas,Karl Haendel,Knight #6,https://kadist.org/work/knight-6/,"Identity,Power,Design"
Americas,John Gutmann,From the North Tower of the Golden Gate Bridge San Francisco and Nob Hill San Francisco,https://kadist.org/work/from-the-north-tower-of-the-golden-gate-bridge-san-francisco-and-nob-hill-san-francisco/,"Arts,Land,Urbanization"
Unspecified,Jonathan Hernandez,Vulnerabilia,https://kadist.org/work/vulnerabilia-choques-and-vulnerabilia-naufragios/,"Power,Time,Values"
Americas,Mark Grotjahn,Untitled (Butterfly),https://kadist.org/work/untitled-butterfly/,"Arts,Mind,Spirituality"
Unspecified,Carlos Garaicoa,From the series the Old and the New (XI),https://kadist.org/work/from-the-series-the-old-and-the-new-xi/,"Arts,Urbanization,History"
Americas,Rodney Graham,Basement Camera Shop circa 1937,https://kadist.org/work/basement-camera-shop-circa-1937/,"Arts,Power,Values"
Americas,Rodney Graham,Good Hand Bad Hand,https://kadist.org/work/good-hand-bad-hand/,"Media,Identity,Values"
Unspecified,Tina Modotti,Untitled (Cathedral),https://kadist.org/work/untitled-cathedral/,"Arts,Design,Media"
Americas,Rodney Graham,Ponderosa Pine IV,https://kadist.org/work/ponderosa-pine-iv/,"Arts,Technology,Body"
Americas,Barry McGee,Untitled,https://kadist.org/work/untitled-barry-mcgee/,Inequality
Middle East & Africa,Maayan Amir & Ruti Sela,Beyond Guilt,https://kadist.org/work/beyond-guilt/,"War,Land,Urbanization"
Europe,Saâdane Afif,Lyrics: Edition,https://kadist.org/work/lyrics-edition/,"Language,Culture,Colonization"
Europe,Jonas Staal,"Art, Property of Politics III, Closes Architecture",https://kadist.org/work/art-property-of-politics-iii-closes-architecture/,"Politics,Mind,Community"
Europe,Nicoline van Harskamp,Character Witness,https://kadist.org/work/character-witness/,"Arts,Mind,History"
Europe,Goldin+Senneby,The Decapitation of Money,https://kadist.org/work/the-decapitation-of-money/,"Fantasy,Economy,Spirituality"
Americas,Amie Siegel,Berlin Remake,https://kadist.org/work/berlin-remake/,"Land,Politics,Economy"
Europe,Christoph Keller,Message to the Extraterrestials,https://kadist.org/work/message-to-the-extraterrestials/,"Arts,Mind,Technology"
Asia,Cao Fei,Diversionist,https://kadist.org/work/diversionist/,"Emotion,Fantasy,Mind"
Asia,Lu Chunsheng,History of Chemistry I,https://kadist.org/work/history-of-chemistry-i/,"Arts,Land,Spirituality"
Asia,Lu Chunsheng,I Want to be Gentleman,https://kadist.org/work/i-want-to-be-gentleman/,"Economy,Land,Urbanization"
Middle East & Africa,Bani Abidi,"Karachi Series 1 (Ken DeSouza, 7:42pm, 25th August 2008, Ramadan, Karachi)",https://kadist.org/work/karachi-series-1-ken-desouza-742pm-25th-august-2008-ramadan-karachi/,"Land,Familial,Time"
Middle East & Africa,Hamra Abbas,"Cityscapes 1 (boats), 2 (woods)",https://kadist.org/work/cityscapes-1-boats-2-woods/,"Mind,Land,History"
Americas,Mario Ybarra Jr.,Ammo Bunker,https://kadist.org/work/ammo-bunker/,"Urbanization,Design,Arts"
Americas,Natasha Wheat,Kerosene Triptych,https://kadist.org/work/kerosene-triptych/,"Economy,Arts,Design"
Americas,Ian Wallace,Untitled (Breathless),https://kadist.org/work/untitled-breathless/,"Media,Arts,Technology"
Americas,Jeff Wall,Pipe Opening,https://kadist.org/work/pipe-opening/,"Materiality,Mind,Immaterial"
Americas,George Pfau,Framing Cannibal (Standing),https://kadist.org/work/framing-cannibal-standing/,"Media,Space,Body"
Americas,George Pfau,Decomposing Eternally,https://kadist.org/work/decomposing-eternally/,"Materiality,Space,Body"
Americas,George Pfau,"Zombie, Examined",https://kadist.org/work/zombie-examined/,"Space,Body,Spirituality"
Americas,Asha Schechter,"Picture 066b (Rubiks Cube, Clear Book, Clubmasters, Rubiks Cube, Vintage Pictures Retro Photos Cotton Fabric, Thumb Tack)",https://kadist.org/work/picture-066b-rubiks-cube-clear-book-clubmasters-rubiks-cube-vintage-pictures-retro-photos-cotton-fabric-thumb-tack/,"Immaterial,Values,Technology"
Americas,Pascal Shirley,Gypsy,https://kadist.org/work/gypsy/,"Emotion,Violence,Power"
Americas,Pascal Shirley,Oakland Girls,https://kadist.org/work/oakland-girls/,"Arts,Land,Time"
Americas,James Weeks,Head-Portrait with Red and Blue Background,https://kadist.org/work/head-portrait-with-red-and-blue-background/,"Urbanization,Land,Geopolitics"
Americas,James Weeks,Man with Blue Tie,https://kadist.org/work/man-with-blue-tie/,"Urbanization,Land,Arts"
Europe,John Wood & Paul Harrison,Board,https://kadist.org/work/board/,"Activism,Power,Language"
Europe,Ulla von Brandenburg,Eight,https://kadist.org/work/eight/,"Time,Body,Language"
Europe,Anri Sala,Ghost games,https://kadist.org/work/ghost-games/,"Time,Body,Familial"
Europe,Zbigniew Rogalski,Crash Position I,https://kadist.org/work/crash-position-i/,"Arts,Materiality,Media"
Americas,Paul McCarthy,Memory Mistake of the Eldridge Cleaver Pants,https://kadist.org/work/memory-mistake-of-the-eldridge-cleaver-pants/,"Culture,Urbanization,Time"
Americas,Alicia McCarthy,Untitled (The way in is the way out),https://kadist.org/work/untitled-the-way-in-is-the-way-out/,"Arts,Language,Culture"
Americas,Sharon Lockhart,"Visalia Livestock Market, Visalia, California",https://kadist.org/work/visalia-livestock-market-visalia-california/,"Community,Culture,Economy"
Americas,Matt Lipps,Untitled (Women),https://kadist.org/work/untitled-women/,"Arts,Media,Culture"
Americas,Matt Lipps,Untitled (Men),https://kadist.org/work/untitled-men/,"Culture,Media,Identity"
Americas,Tim Lee,"Untitled (Buster Keaton, 1897)",https://kadist.org/work/untitled-buster-keaton-1897/,"Arts,Media,History"
Americas,Leonardogillesfleur,Action 26:15,https://kadist.org/work/action-2615/,"Time,Physics,Identity"
Americas,Leonardogillesfleur,Action 3:02,https://kadist.org/work/action-302/,"Urbanization,Arts,Land"
Americas,Tony Labat,I Want You,https://kadist.org/work/i-want-you/,"Politics,Urbanization,Language"
Americas,George Kuchar,Burrito Bay,https://kadist.org/work/burrito-bay/,"Language,Geopolitics,Arts"
Americas,Desiree Holman,Reborn,https://kadist.org/work/reborn/,"Mind,Values,Body"
Americas,Lynn Hershman Leeson,!Women Art Revolution,https://kadist.org/work/women-art-revolution/,"Mind,Spirituality,Identity"
Americas,Kate Gilmore,Higher Horse,https://kadist.org/work/higher-horse/,"Economy,Identity"
Americas,Luis Garciga,Destinos Posibles (Possible Destinations),https://kadist.org/work/destinos-posibles-possible-destinations/,"Emotion,Language,Violence"
Americas,Ana Teresa Fernandez,Borrando la Frontera,https://kadist.org/work/borrando-la-frontera/,"Land,Geopolitics,Economy"
Unspecified,Felipe Dulzaides,Scene I am Cuba,https://kadist.org/work/scene-i-am-cuba/,"Arts,Land,Urbanization"
Europe,Hans Peter Feldmann,Teapot with shadow,https://kadist.org/work/teapot-with-shadow/,Immaterial
Europe,Hans Peter Feldmann,Hat with photograph,https://kadist.org/work/hat-with-photograph/,"Technology,Colonization,Culture"
Europe,Hans Peter Feldmann,Pair of shoes / Shoes with eggs,https://kadist.org/work/pair-of-shoes-shoes-with-eggs/,"Emotion,Values,Technology"
Europe,Martin Creed,Work No. 299,https://kadist.org/work/work-no-299/,"Materiality,Culture,Emotion"
Americas,"Jennifer Allora, Guillermo Calzadilla",The Nature of Conflict,https://kadist.org/work/the-nature-of-conflict/,"Economy,Power,Environmental"
Americas,"Jennifer Allora, Guillermo Calzadilla",Land Mark (Foot Prints) #10,https://kadist.org/work/land-mark-foot-prints-10/,"Arts,Inequality,Land"
Asia,Xiaoyun CHEN,Drag,https://kadist.org/work/drag/,"Arts,Fantasy,Mind"
Asia,Sheung-Chuen,New York Public Library Projects (NYPLP),https://kadist.org/work/new-york-public-library-projects-nyplp/,"Arts,Economy,Design"
Unspecified,Ming Wong,Making Chinatown,https://kadist.org/work/making-chinatown/,"Media,Arts,Fantasy"
Americas,Geof Oppenheimer,Anthems,https://kadist.org/work/anthems/,"Time,History,War"
Middle East & Africa,Haig Aivazian,"At every sunset, I think of you. Not because of some sense of beauty, but simply because I become acutely aware of how much time has passed since I last saw you, #3",https://kadist.org/work/every-sunset/,"Mind,Values,Arts"
Europe,Edith DEKYNDT,Dead Sea Drawing,https://kadist.org/work/dead-sea-drawing/,"Economy,Environmental,Physics"
Europe,Laure Prouvost,Stong Sory Vegetables,https://kadist.org/work/stong-sory-vegetables/,"Time,Identity,Familial"
Europe,Loretta Fahrenholz,Ditch Plains,https://kadist.org/work/ditch-plains/,"Fantasy,Materiality,Technology"
Europe,Marc Nagtzaam,Installation #1,https://kadist.org/work/installation-1/,"Arts,Technology,Time"
Americas,Rachel Rose,A Minute Ago,https://kadist.org/work/a-minute-ago/,"Power,Colonization,Environmental"
Americas,Marwa Arsanios,Carlton Hotel project,https://kadist.org/work/carlton-hotel-project/,"Arts,Urbanization,Design"
Americas,Marwa Arsanios,I heard stories,https://kadist.org/work/i-heard-stories/,"Urbanization,Arts,Mind"
Middle East & Africa,Setareh Shahbazi,Spectral Days,https://kadist.org/work/spectral-days/,"Design,Geopolitics,Media"
Americas,Patty Chang,Shangri-La,https://kadist.org/work/shangri-la/,"Economy,Fantasy,Land"
Americas,Matthew Buckingham,"The six grandfathers, Paha Sapa, in the year 502 002",https://kadist.org/work/the-six-grandfathers-paha-sapa-in-the-year-502-002/,"History,Mind,Language"
Europe,Elina Brotherus,Der Wanderer 3,https://kadist.org/work/der-wanderer-3/,"Arts,Media,Technology"
Europe,Olaf Breuning,We only move wehen something changes,https://kadist.org/work/we-only-move-when-something-changes/,"Activism,Values,Economy"
Europe,Mohamed Bourouissa,Temps mort,https://kadist.org/work/temps-mort/,"Materiality,Fantasy,Community"
Americas,Barbara Bloom,The Bedroom,https://kadist.org/work/the-bedroom/,"Design,Arts,Media"
Middle East & Africa,ATLAS GROUP / Walid Raad,"Notebook, volume 38 : Already been in a Lake of Fire",https://kadist.org/work/notebook-volume-38-already-been-in-a-lake-of-fire/,"Violence,Land,Activism"
Europe,Carey Young,Report from the legal subcommittee,https://kadist.org/work/report-from-the-legal-subcommittee/,"Space,Economy,Body"
Asia,Leung Chi Wo and Wong Sara,Photojournalist With Two Cameras,https://kadist.org/work/photojournalist-with-two-cameras/,"Arts,Media,Land"
Asia,Jakrawal Nilthamrong,Man and Gravity,https://kadist.org/work/man-and-gravity/,"Physics,Economy,Environmental"
Europe,Adelita Husni-Bey,Postcards from the Desert Island,https://kadist.org/work/postcards-from-the-desert-island/,"Arts,Power,Media"
Europe,Slavs and Tatars,Wheat Mollah,https://kadist.org/work/wheat-mollah/,"Mind,Identity,Familial"
Americas,Daniel Keller,Soft Staycation (Gaze Track Edit),https://kadist.org/work/soft-staycation-gaze-track-edit/,"Economy,Technology,Arts"
Americas,Fernanda Gomes,Untitled,https://kadist.org/work/untitled-14/,"Identity,Power,Familial"
Europe,Karla Black,Not Today,https://kadist.org/work/not-today/,Time
Europe,Em'kal Eyongakpa,Untitled 1 (Naked Routes),https://kadist.org/work/untitled-15/,"Media,Materiality,Design"
Americas,Lucas Blalock,"three, three, three",https://kadist.org/work/three-three-three/,"Arts,Materiality,Land"
Unspecified,Robert Zhao Renhui,Expedition #46,https://kadist.org/work/expedition-46-from-the-series-the-glacier-study-group-2/,"Arts,Environmental,Land"
Asia,Kwan Sheung Chi,TWO MILLION (Hong Kong Dollar),https://kadist.org/work/two-million-hong-kong-dollar/,"Time,Economy,Mind"
Asia,Kiran Subbaiah,Flight Rehearsals,https://kadist.org/work/flight-rehearsals/,"Emotion,Culture,Physics"
Middle East & Africa,Dominique Zinkpè,Cosmos animiste,https://kadist.org/work/cosmos-animiste/,"Language,Spirituality,Body"
Asia,Hayoun Kwon,Lack of Evidence,https://kadist.org/work/lack-of-evidence/,"Land,Mind,Time"
Unspecified,Daniela Ortiz,General Joan Prim i Prats,https://kadist.org/work/general-joan-prim/,"Inequality,Power,Geopolitics"
Middle East & Africa,Köken Ergun,Ashura,https://kadist.org/work/untitled-21/,"Spirituality,Culture,Land"
Europe,Paul Czerlitzki,Ohne Tittle,https://kadist.org/work/ohne-tittle/,"Arts,Spirituality,Culture"
Europe,Nora Schultz,City Song of Rug,https://kadist.org/work/city-song-rug/,"Land,Economy,Arts"
Middle East & Africa,Hossein Valamanesh,Runner,https://kadist.org/work/runner/,"Mind,Culture,Geopolitics"
Asia,Lee Kit,Tender,https://kadist.org/work/untitled-25/,"Emotion,Arts,Economy"
Americas,Uri Aran,Game II,https://kadist.org/work/game-ii/,"Spirituality,Media,Culture"
Europe,Marie Voignier,Tourisme international,https://kadist.org/work/untitled-27/,"Economy,Land,Activism"
Americas,Ed Ruscha,Whose Needs,https://kadist.org/work/whose-needs/,"Economy,Arts,Environmental"
Americas,Conrad Ruiz,Blockbuster,https://kadist.org/work/blockbuster/,"Fantasy,Urbanization,Familial"
Americas,Clare Rojas,Untitled (Bird and Eyes),https://kadist.org/work/untitled-bird-and-eyes/,"Arts,Body,Mind"
Americas,Clare Rojas,Untitled (Four-legged figure with three arms),https://kadist.org/work/untitled-four-legged-figure-with-three-arms/,"Arts,Power,Mind"
Americas,Charles Ray,All My Clothes,https://kadist.org/work/all-my-clothes/,"Mind,Physics,Economy"
Americas,Chadwick Rantanen,Telescopic Pole (Tennis Balls Red) and (Tennis Balls),https://kadist.org/work/telescopic-pole-tennis-balls-red-and-tennis-balls/,"Spirituality,Technology,Culture"
Americas,Raymond Pettibon,Untitled (Superman),https://kadist.org/work/untitled-superman/,"Arts,Fantasy,Emotion"
Europe,Fabrice Hyber,Valz,https://kadist.org/work/valz/,"Time,Design,Arts"
Europe,Alban Hajdinaj,Wash & Go,https://kadist.org/work/wash-go/,"Land,Technology,Inequality"
Europe,Loris Gréaud,Dream Machines,https://kadist.org/work/dream-machines/,"Fantasy,Mind,Technology"
Europe,Felix Gmelin,Ambiguous Gestures,https://kadist.org/work/ambiguous-gestures/,"Familial,Design,Media"
Middle East & Africa,Omer Fast,De Grote Boodschap,https://kadist.org/work/de-grote-boodschap/,"Geopolitics,Economy,Politics"
Asia,Jun Nguyen Hatsushiba,Ho! Ho! Ho! Merry Christmas: Battle of Easel Point - Memorial Project Okinawa,https://kadist.org/work/ho-ho-ho-merry-christmas-battle-of-easel-point-memorial-project-okinawa/,"Emotion,War,Violence"
Americas,Philip-Lorca diCorcia,New York City,https://kadist.org/work/new-york-city/,"Arts,Time,Identity"
Europe,Julius Koller,UFO-Expedition (U.F.O.),https://kadist.org/work/ufo-expedition-u-f-o/,"Emotion,Mind,Spirituality"
Europe,Kristof Kintera,Bad innovation in the name of protection (Gulf Style),https://kadist.org/work/bad-innovation-in-the-name-of-protection-gulf-style/,"Arts,Spirituality,Economy"
Europe,Thomas Kilpper,John Heartfield and Silvio Berlusconi,https://kadist.org/work/john-heartfield-and-silvio-berlusconi/,"Land,Activism,History"
Europe,Christian Jankowski,Rooftop Routine,https://kadist.org/work/rooftop-routine/,"Arts,Media,Power"
Americas,John Isaacs,A child and dreamer my whole life long (broken tree),https://kadist.org/work/a-child-and-dreamer-my-whole-life-long-broken-tree/,"Time,Body,Violence"
Europe,Fabrice Hyber,Cellman,https://kadist.org/work/cellman/,"Design,Arts,Media"
Europe,Deimantas Narkevicius,The Dud Effect,https://kadist.org/work/the-dud-effect/,"Emotion,Violence,Power"
Europe,Martin Boyce,"Our love is like the Flowers, the Rain, the Sea and the Hours",https://kadist.org/work/our-love-is-like-the-flowers-the-rain-the-sea-and-the-hours/,"Land,Arts,Fantasy"
Europe,Ceal Floyer,No Position Available,https://kadist.org/work/no-position-available/,"Economy,Time,Fantasy"
Europe,Katinka Bock,Couler un tas de pierres,https://kadist.org/work/couler-un-tas-de-pierres/,"Fantasy,Language,Land"
Europe,Katinka Bock,First Piano,https://kadist.org/work/first-piano/,"Environmental,Space"
Middle East & Africa,Michal Chelbin,Strangely familiar: Angelina with her father,https://kadist.org/work/strangely-familiar-angelina-with-her-father/,"Body,Time,Community"
Americas,Jordan Wolfson,Dreaming of the dream of the dream,https://kadist.org/work/dreaming-of-the-dream-of-the-dream/,"Media,Time,Arts"
Europe,Matti Braun,Ohne Titel,https://kadist.org/work/ohne-titel/,"Geopolitics,Language,Time"
Europe,Anna Molska,Perspective,https://kadist.org/work/perspective/,"Land,Urbanization,Community"
Europe,Laurent Montaron,What remains is future,https://kadist.org/work/what-remains-is-future/,"Economy,Environmental,Culture"
Europe,Trevor Yeung,We both died at the same moment Siliquaria armata,https://kadist.org/work/we-both-died/,"Physics,Language,Familial"
Europe,Ryan Gander,A vehicle with no Lights,https://kadist.org/work/a-vehicle-with-no-lights/,"Design,Values,Technology"
Europe,Kennedy Browne,Milton Friedman on the wonder of the free market pencil,https://kadist.org/work/milton-friedman-on-the-wonder-of-the-free-market-pencil/,"Fantasy,Language,Activism"
Europe,Clemens von Wedemeyer,Die Siedlung,https://kadist.org/work/die-siedlung/,"Arts,Politics,Technology"
Europe,Toby Ziegler,The Fifth Quarter,https://kadist.org/work/the-fifth-quarter/,"Mind,Media,Fantasy"
Europe,Toby Ziegler,Wagon Wheel,https://kadist.org/work/wagon-wheel/,"Arts,Spirituality,Mind"
Europe,Bruno Pacheco,En Guard Souvenir,https://kadist.org/work/en-guard-souvenir/,"Materiality,Land,History"
Middle East & Africa,Taysir Batniji,Fathers #18 and Fathers #27,https://kadist.org/work/fathers-18-and-fathers-27/,"Land,Time,Materiality"
Unspecified,Milena Bonilla,Stone Deaf,https://kadist.org/work/stone-deaf/,"Politics,Economy,Geopolitics"
Unspecified,Carlos Amorales,From Useless Wonder 04,https://kadist.org/work/from-useless-wonder-04/,"Arts,Language,Design"
Unspecified,Pablo Accinelli,Onde quer voce esteja (Wherever you may be),https://kadist.org/work/onde-quer-voce-esteja-wherever-you-may-be/,"Language,Materiality,Arts"
Unspecified,Wong Hoy Cheong,Re: Looking,https://kadist.org/work/re-looking/,"Economy,Arts,Fantasy"
Asia,Zhou Tao,One Two Three Four,https://kadist.org/work/one-two-three-four/,"Economy,Technology,Design"
Asia,Koki Tanaka,Process of Blowing Flour,https://kadist.org/work/process-of-blowing-flour/,"Mind,Spirituality,Time"
Asia,Koki Tanaka,Walking Through,https://kadist.org/work/walking-through/,"Land,Time,Violence"
Unspecified,Eko Nugroho,Its Always Fun to Live in This Country,https://kadist.org/work/its-always-fun-to-live-in-this-country/,"Fantasy,Materiality,Spirituality"
Asia,Minouk Lim,New Town Ghost,https://kadist.org/work/new-town-ghost/,"Politics,Economy,Activism"
Unspecified,Jompet Kuswidananto,Third Realm Venice Series #2,https://kadist.org/work/third-realm-venice-series-2/,"Land,Urbanization,Politics"
Asia,Jianwei Wang,"Dilemma, three way of fork in the road",https://kadist.org/work/dilemma-three-way-of-fork-in-the-road/,"Arts,Media,History"
Asia,Gimhongsok,Bunny’s Sofa,https://kadist.org/work/bunnys-sofa/,"Values,Economy,Community"
Europe,Melvin Moti,The Prisoner’s Cinema,https://kadist.org/work/the-prisoners-cinema/,"Mind,Violence,Inequality"
Europe,David Maljkovic,These Days,https://kadist.org/work/these-days/,"Emotion,Economy,Land"
Europe,Pierre Leguillon,"Diane Arbus: A printed retrospective, 1960-1971",https://kadist.org/work/diane-arbus-a-printed-retrospective-1960-1971/,"Arts,Media,Language"
Europe,Claire Fontaine,Foreigners Everywhere (Italian),https://kadist.org/work/foreigners-everywhere-italian/,"Emotion,Politics,Economy"
Americas,Felipe Arturo,Primero Estaba el Mar,https://kadist.org/work/primero-estaba-el-mar/,"Time,Physics,Community"
Americas,Nicolás Consuegra,Nadie sabe de la sed con que otro bebe (No one knows the thirst with which another drinks),https://kadist.org/work/nadie-sabe-con-la-sed-que-otro-bebe/,"Physics,Materiality,Immaterial"
Americas,Javier M. Rodríguez,Going Round and Round in a Line ST (12m),https://kadist.org/work/going-round-and-round-in-a-line-st-12m/,"Geopolitics,Time,Design"
Unspecified,Jazmín López,Juego Vivo,https://kadist.org/work/juego-vivo/,"Power,Violence,Fantasy"
Asia,Chitti Kasemkitvatana,mo(nu)ment/mem(y)orial(another transmission,https://kadist.org/work/monumentmemyorialanother-transmission/,"Media,Power,Arts"
Europe,Asier Mendizabal,"Rotation (Moiré, Rome)",https://kadist.org/work/rotation-moire-rome/,"Community,Culture,History"
Americas,Arabella Campbell,Gradation,https://kadist.org/work/gradation/,Materiality
Europe,Clément Rodzielski,Untitled,https://kadist.org/work/sans-titre/,"Environmental,Design,Time"
Unspecified,Imran Qureshi,You who are my love and my life’s enemy too,https://kadist.org/work/you-who-are-my-love-and-my-lifes-enemy-too/,"Violence,War,Fantasy"
Europe,Bettina Pousttchi,Echo 8,https://kadist.org/work/echo-8/,"Arts,Land,Mind"
Europe,Ciprian Muresan,Untitled (Monks),https://kadist.org/work/untitled-monks/,"Arts,Fantasy,Culture"
Europe,Lydia Gifford,Warder,https://kadist.org/work/warder/,"Space,Land,Body"
Europe,Mike Cooter,Forensic Poster,https://kadist.org/work/forensic-poster/,"Mind,Culture,Time"
Americas,Larry Bell,VFGY9,https://kadist.org/work/vfgy9/,"Space,Physics,Environmental"
Americas,Larry Bell,Untitled (Construction),https://kadist.org/work/untitled-construction/,"Technology,Identity,Familial"
Americas,Stephen Beal,Beau Soleil #7,https://kadist.org/work/beau-soleil-7/,"Arts,Materiality,Culture"
Americas,John Baldessari,"Person with Pillow: Desire, Lust, Fate",https://kadist.org/work/person-with-pillow-desire-lust-fate/,"Emotion,Violence,Space"
Americas,John Baldessari,One Must,https://kadist.org/work/one-must/,"Language,Arts,Violence"
Americas,Edgar Arceneaux,Untitled (Wheelchair drawing),https://kadist.org/work/untitled-wheelchair-drawing/,"Arts,History,Urbanization"
Americas,Doug Aitken,Frontier-Linear,https://kadist.org/work/frontier-linear/,"Time,Arts,Geopolitics"
Americas,Zarouhie Abdalian,Flutter,https://kadist.org/work/flutter/,"Identity,Design,Mind"
Americas,Alexis Smith,Iron Sorrows,https://kadist.org/work/iron-sorrows/,Environmental
Europe,Jeremy Deller,Beyond the White Walls,https://kadist.org/work/beyond-the-white-walls/,"Urbanization,Community,History"
Asia,Zhou Tao,After Reality,https://kadist.org/work/after-reality/,"Urbanization,Land,Identity"
Americas,Lucas Blalock,Tree on Keystone,https://kadist.org/work/tree-on-keystone/,"Arts,Land,Culture"
Americas,Jeff Burton,Eniko Mihalik,https://kadist.org/work/eniko-mihalik/,"Technology,Power,Materiality"
Americas,Kori Newkirk,LAB,https://kadist.org/work/lab/,"Identity,Environmental,Media"
Americas,Futurefarmers,A Variation on Powers of Ten,https://kadist.org/work/a-variation-on-powers-of-ten/,"Space,Language,Environmental"
Americas,Jennifer West,Dawn Surf Jellybowl,https://kadist.org/work/dawn-surf-jellybowl/,"Economy,Arts,Spirituality"
Middle East & Africa,Yael Bartana,A Declaration,https://kadist.org/work/a-declaration/,"Materiality,Colonization,Body"
Europe,Mark Leckey,Made in Heaven,https://kadist.org/work/made-in-heaven/,"Design,Media,Identity"
Europe,Tobias Rehberger,9 O’clock? (my time is not your time),https://kadist.org/work/9-oclock-my-time-is-not-your-time/,"Time,Mind,Values"
Europe,Nathalie Djurberg,Once Removed on my Mother’s Side,https://kadist.org/work/once-removed-on-my-mothers-side/,"Fantasy,Violence,Arts"
Europe,Nathalie Djurberg,Hans Forlorara sina bada amar och ben,https://kadist.org/work/hans-forlorara-sina/,"Fantasy,Violence,Arts"
Americas,Dennis Adams,Make Down,https://kadist.org/work/make-down/,"Arts,Media,History"
Americas,Dennis Adams,The End,https://kadist.org/work/the-end/,"Media,Arts,War"
Middle East & Africa,Santu Mofokeng,"Sangoma Cleansing Ritual at Kliprivier, Soweto",https://kadist.org/work/sangoma-cleansing-ritual-at-kliprivier-soweto/,"Colonization,Environmental,Time"
Middle East & Africa,Santu Mofokeng,"Altar at Kliprivier, Soweto",https://kadist.org/work/altar-at-kliprivier-soweto/,"Colonization,Environmental,Time"
Americas,Elisheva Biernoff,They Were Here,https://kadist.org/work/they-were-here/,"Fantasy,Spirituality,Arts"
Americas,Jeff Burton,Negligee,https://kadist.org/work/negligee/,"Body,Emotion,Media"
Americas,Felipe Arturo,Trópico entrópico,https://kadist.org/work/tropico-entropico/,"Violence,Power,History"
Americas,Pia Camil,Espectacular cortina,https://kadist.org/work/espectacular-cortina/,"Arts,Land,Media"
Americas,Michelle Handelman,"Dorian, a cinematic perfume",https://kadist.org/work/dorian-a-cinematic-perfume/,"Time,Language,Colonization"
Unspecified,Humberto Diaz,Observador Pasivo,https://kadist.org/work/observador-pasivo/,"Land,Politics,Urbanization"
Americas,Humberto Diaz,3600 besos por hora,https://kadist.org/work/3600-besos-por-hora/,"Land,Urbanization,History"
Unspecified,Sergio De La Torre,This is not in Spanish,https://kadist.org/work/this-is-not-in-spanish/,"Geopolitics,Colonization,Economy"
Unspecified,Edgardo Aragón,Efectos de familia,https://kadist.org/work/efectos-de-familia/,"Arts,Land,Community"
Unspecified,Mauricio Ancalmo,War Footage,https://kadist.org/work/war-footage/,"Arts,Technology,Language"
Unspecified,Pedro Reyes,Los Mutantes,https://kadist.org/work/los-mutantes/,"Environmental,Power,Politics"
Unspecified,Edgar Orlaineta,"Solar Do (It Yourself) Nothing Toy, After Charles Eames",https://kadist.org/work/solar-do-it-yourself-nothing-toy-after-charles-eames/,"Technology,Land,War"
Unspecified,Marepe,Periquitos (Parakeets),https://kadist.org/work/periquitos-parakeets/,"Land,Media,Urbanization"
Unspecified,Voluspa Jarpa,Minimal Secret,https://kadist.org/work/minimal-secret/,"Land,Arts,Politics"
Americas,Jeffrey Vallance,Rocket,https://kadist.org/work/rocket/,"Design,Values,Technology"
Americas,Mungo Thomson,The White Album,https://kadist.org/work/the-white-album/,"Arts,History,Technology"
Americas,Mungo Thomson,Untitled (TIME),https://kadist.org/work/untitled-time/,"Time,History,Media"
Americas,Robert Therrien,Untitled (Blue Chapel),https://kadist.org/work/untitled-blue-chapel/,"Arts,Mind,Time"
Americas,Diana Thater,Perpetual Motion Two,https://kadist.org/work/perpetual-motion-two/,"Geopolitics,Time,Environmental"
Americas,Ron Terada,"Maiko #1, #2, #3",https://kadist.org/work/maiko-1-2-3/,"Economy,Identity,Physics"
Americas,Mark Soo,That’s That’s Alright Alright Mama Mama,https://kadist.org/work/thats-thats-alright-alright-mama-mama/,"Arts,Media,Land"
